ScanTime,CowTag,InOrOut,Tray(IfApplicable)
2025-01-28 01:17:48,000000000840003267804622,Out,0
2025-01-28 01:17:49,000000000840003229291880,In,0
2025-01-28 01:18:30,000000000840003229291880,Out,0
2025-01-28 01:18:32,000000000840003229291880,In,0
2025-01-28 01:19:19,000000000840003229291880,Out,0
2025-01-28 01:19:19,000000000840003229291880,In,0
2025-01-28 01:20:21,000000000840003229291880,Out,0
2025-01-28 01:20:32,000000000840003220323494,In,0
2025-01-28 01:20:47,000000000840003220323494,Out,0
2025-01-28 01:20:53,000000000840003220323494,In,0
2025-01-28 01:21:21,000000000840003220323494,Out,0
2025-01-28 01:21:34,000000000840003229291790,In,0
2025-01-28 01:22:25,000000000840003229291790,Out,0
2025-01-28 01:22:30,000000000840003229291790,In,0
2025-01-28 01:22:46,000000000840003229291790,Out,0
2025-01-28 01:22:50,000000000840003229291852,In,0
2025-01-28 01:22:56,000000000840003229291852,Out,0
2025-01-28 01:22:59,000000000840003229291852,In,0
2025-01-28 01:23:41,000000000840003229291852,Out,0
2025-01-28 01:23:55,000000000840003229291852,In,0
2025-01-28 01:23:59,000000000840003229291852,Out,0
2025-01-28 01:24:03,000000000840003229291852,In,0
2025-01-28 01:24:08,000000000840003229291852,Out,0
2025-01-28 01:24:11,000000000840003229291852,In,0
2025-01-28 01:24:30,000000000840003229291852,Out,0
2025-01-28 01:24:44,000000000840003229291852,In,0
2025-01-28 01:24:56,000000000840003229291852,Out,0
2025-01-28 01:25:08,000000000840003229291852,In,0
2025-01-28 01:25:17,000000000840003229291852,Out,0
2025-01-28 01:25:34,000000000840003229291852,In,0
2025-01-28 01:25:39,000000000840003229291852,Out,0
2025-01-28 01:25:45,000000000840003229291852,In,0
2025-01-28 01:25:59,000000000840003229291852,Out,0
2025-01-28 01:26:06,000000000840003229291852,In,0
2025-01-28 01:26:31,000000000840003229291852,Out,0
2025-01-28 01:27:31,000000000840003229291852,Out,0
2025-01-28 01:28:57,000000000840003209882123,In,0
2025-01-28 01:29:15,000000000840003209882123,Out,0
2025-01-28 01:29:30,000000000840003209882123,In,0
2025-01-28 01:29:58,000000000840003209882123,Out,0
2025-01-28 01:30:00,000000000840003209882123,In,0
2025-01-28 01:30:41,000000000840003209882123,Out,0
2025-01-28 01:30:53,000000000840003209882123,In,0
2025-01-28 01:31:22,000000000840003209882123,Out,0
2025-01-28 01:31:27,000000000840003209882123,In,0
2025-01-28 01:33:05,000000000840003209882123,Out,0
2025-01-28 01:33:05,000000000840003209882123,In,0
2025-01-28 01:33:11,000000000840003209882123,Out,0
2025-01-28 01:33:18,000000000840003209882123,In,0
2025-01-28 01:33:25,000000000840003209882123,Out,0
2025-01-28 01:33:27,000000000840003209882123,In,0
2025-01-28 01:34:12,000000000840003209882123,Out,0
2025-01-28 01:34:12,000000000840003209882123,In,0
2025-01-28 01:34:21,000000000840003209882123,Out,0
2025-01-28 01:35:12,000000000840003209882123,In,0
2025-01-28 01:35:25,000000000840003209882123,Out,0
2025-01-28 01:35:39,000000000840003209882113,In,0
2025-01-28 01:35:43,000000000840003209882113,Out,0
2025-01-28 01:36:43,000000000840003209882113,Out,0
2025-01-28 01:37:35,000000000840003267804613,In,0
2025-01-28 01:37:43,000000000840003267804613,Out,0
2025-01-28 01:38:43,000000000840003267804613,Out,0
2025-01-28 01:38:57,000000000840003267804613,In,0
2025-01-28 01:39:07,000000000840003267804613,Out,0
2025-01-28 01:39:07,000000000840003267804613,In,0
2025-01-28 01:39:21,000000000840003267804613,Out,0
2025-01-28 01:39:27,000000000840003267804613,In,0
2025-01-28 01:41:00,000000000840003267804613,Out,0
2025-01-28 01:41:03,000000000840003267804613,In,0
2025-01-28 01:41:08,000000000840003267804613,Out,0
2025-01-28 01:41:08,000000000840003267804613,In,0
2025-01-28 01:41:18,000000000840003267804613,Out,0
2025-01-28 01:41:25,000000000840003267804613,In,0
2025-01-28 01:41:31,000000000840003267804613,Out,0
2025-01-28 01:41:34,000000000840003267804613,In,0
2025-01-28 01:42:20,000000000840003267804613,Out,0
2025-01-28 01:42:22,000000000840003267804613,In,0
2025-01-28 01:43:46,000000000840003267804613,Out,0
2025-01-28 01:43:49,000000000840003267804613,In,0
2025-01-28 01:43:54,000000000840003267804613,Out,0
2025-01-28 01:44:04,000000000840003267804613,In,0
2025-01-28 01:44:24,000000000840003267804613,Out,0
2025-01-28 01:44:38,000000000840003267804613,In,0
2025-01-28 01:44:47,000000000840003267804613,Out,0
2025-01-28 01:44:59,000000000840003267804613,In,0
2025-01-28 01:45:05,000000000840003267804613,Out,0
2025-01-28 01:45:24,000000000840003229291802,In,0
2025-01-28 01:45:44,000000000840003229291802,Out,0
2025-01-28 01:45:56,000000000840003229291802,In,0
2025-01-28 01:46:10,000000000840003229291802,Out,0
2025-01-28 01:46:24,000000000840003229291802,In,0
2025-01-28 01:46:32,000000000840003229291802,Out,0
2025-01-28 01:46:53,000000000840003229291802,In,0
2025-01-28 01:47:24,000000000840003229291802,Out,0
2025-01-28 01:47:30,000000000840003229291802,In,0
2025-01-28 01:47:39,000000000840003229291802,Out,0
2025-01-28 01:47:55,000000000840003229291802,In,0
2025-01-28 01:48:19,000000000840003229291802,Out,0
2025-01-28 01:48:40,000000000840003229291802,In,0
2025-01-28 01:48:53,000000000840003229291802,Out,0
2025-01-28 01:48:53,000000000840003229291802,In,0
2025-01-28 01:49:03,000000000840003229291802,Out,0
2025-01-28 01:49:05,000000000840003229291802,In,0
2025-01-28 01:49:23,000000000840003229291802,Out,0
2025-01-28 01:49:23,000000000840003229291802,In,0
2025-01-28 01:49:36,000000000840003229291802,Out,0
2025-01-28 01:49:48,000000000840003229291802,In,0
2025-01-28 01:50:01,000000000840003229291802,Out,0
2025-01-28 01:50:05,000000000840003229291802,In,0
2025-01-28 01:50:17,000000000840003229291802,Out,0
2025-01-28 01:50:19,000000000840003229291802,In,0
2025-01-28 01:50:28,000000000840003229291802,Out,0
2025-01-28 01:50:40,000000000840003229291802,In,0
2025-01-28 01:50:59,000000000840003229291802,Out,0
2025-01-28 01:50:59,000000000840003229291802,In,0
2025-01-28 01:51:07,000000000840003229291802,Out,0
2025-01-28 01:51:25,000000000840003229291745,In,0
2025-01-28 01:51:41,000000000840003229291745,Out,0
2025-01-28 01:51:44,000000000840003229291745,In,0
2025-01-28 01:51:57,000000000840003229291745,Out,0
2025-01-28 01:52:00,000000000840003229291745,In,0
2025-01-28 01:52:20,000000000840003229291745,Out,0
2025-01-28 01:52:28,000000000840003229291745,In,0
2025-01-28 01:52:52,000000000840003229291745,Out,0
2025-01-28 01:52:59,000000000840003229291745,In,0
2025-01-28 01:53:26,000000000840003229291745,Out,0
2025-01-28 01:53:33,000000000840003229291745,In,0
2025-01-28 01:53:43,000000000840003229291745,Out,0
2025-01-28 01:53:47,000000000840003229291745,In,0
2025-01-28 01:54:00,000000000840003229291745,Out,0
2025-01-28 01:54:08,000000000840003229291745,In,0
2025-01-28 01:54:15,000000000840003229291745,Out,0
2025-01-28 01:54:25,000000000840003229291745,In,0
2025-01-28 01:54:34,000000000840003229291745,Out,0
2025-01-28 01:54:45,000000000840003229291745,In,0
2025-01-28 01:54:53,000000000840003229291745,Out,0
2025-01-28 01:54:59,000000000840003229291770,In,0
2025-01-28 01:56:00,000000000840003229291770,Out,0
2025-01-28 01:56:05,000000000840003229291770,In,0
2025-01-28 01:56:20,000000000840003229291770,Out,0
2025-01-28 01:57:20,000000000840003229291770,Out,0
2025-01-28 01:58:01,000000000840003229291770,In,0
2025-01-28 01:58:16,000000000840003229291770,Out,0
2025-01-28 01:58:18,000000000840003229291770,In,0
2025-01-28 01:58:51,000000000840003229291770,Out,0
2025-01-28 01:59:13,000000000840003229291770,In,0
2025-01-28 01:59:17,000000000840003229291770,Out,0
2025-01-28 01:59:31,000000000840003229291770,In,0
2025-01-28 01:59:36,000000000840003229291770,Out,0
2025-01-28 01:59:36,000000000840003229291770,In,0
2025-01-28 01:59:42,000000000840003229291770,Out,0
2025-01-28 01:59:42,000000000840003229291770,In,0
2025-01-28 01:59:54,000000000840003229291770,Out,0
2025-01-28 02:00:11,000000000840003267804613,In,0
2025-01-28 02:00:16,000000000840003267804613,Out,0
2025-01-28 02:01:16,000000000840003267804613,Out,0
2025-01-28 02:01:52,000000000840003267804593,In,0
2025-01-28 02:02:06,000000000840003267804593,Out,0
2025-01-28 02:02:14,000000000840003267804593,In,0
2025-01-28 02:02:22,000000000840003267804593,Out,0
2025-01-28 02:02:42,000000000840003267804593,In,0
2025-01-28 02:02:47,000000000840003267804593,Out,0
2025-01-28 02:02:52,000000000840003267804593,In,0
2025-01-28 02:03:09,000000000840003267804593,Out,0
2025-01-28 02:03:15,000000000840003267804593,In,0
2025-01-28 02:03:24,000000000840003267804593,Out,0
2025-01-28 02:04:07,000000000840003267804593,In,0
2025-01-28 02:04:13,000000000840003267804593,Out,0
2025-01-28 02:04:29,000000000840003267804593,In,0
2025-01-28 02:04:45,000000000840003267804593,Out,0
2025-01-28 02:04:58,000000000840003267804593,In,0
2025-01-28 02:05:06,000000000840003267804593,Out,0
2025-01-28 02:05:31,000000000840003267804593,In,0
2025-01-28 02:05:38,000000000840003267804593,Out,0
2025-01-28 02:06:38,000000000840003267804593,Out,0
2025-01-28 02:07:35,000000000840003209882123,In,0
2025-01-28 02:07:58,000000000840003209882123,Out,0
2025-01-28 02:08:55,000000000840003209882123,In,0
2025-01-28 02:08:59,000000000840003209882123,Out,0
2025-01-28 02:09:59,000000000840003209882123,Out,0
2025-01-28 02:12:20,000000000840003229291812,In,0
2025-01-28 02:12:30,000000000840003229291812,Out,0
2025-01-28 02:12:51,000000000840003229291812,In,0
2025-01-28 02:13:03,000000000840003229291812,Out,0
2025-01-28 02:14:03,000000000840003229291812,Out,0
2025-01-28 02:16:37,000000000840003209882104,In,0
2025-01-28 02:16:49,000000000840003209882104,Out,0
2025-01-28 02:17:49,000000000840003209882104,Out,0
2025-01-28 02:20:25,000000000840003229291784,In,0
2025-01-28 02:20:29,000000000840003229291784,Out,0
2025-01-28 02:20:43,000000000840003229291784,In,0
2025-01-28 02:21:00,000000000840003229291784,Out,0
2025-01-28 02:21:21,000000000840003229291784,In,0
2025-01-28 02:21:49,000000000840003229291784,Out,0
2025-01-28 02:21:55,000000000840003229291784,In,0
2025-01-28 02:22:09,000000000840003229291784,Out,0
2025-01-28 02:22:09,000000000840003229291784,In,0
2025-01-28 02:22:21,000000000840003229291784,Out,0
2025-01-28 02:22:29,000000000840003229291784,In,0
2025-01-28 02:22:33,000000000840003229291784,Out,0
2025-01-28 02:22:40,000000000840003229291784,In,0
2025-01-28 02:22:57,000000000840003229291784,Out,0
2025-01-28 02:23:02,000000000840003229291812,In,0
2025-01-28 02:23:09,000000000840003229291812,Out,0
2025-01-28 02:23:09,000000000840003229291812,In,0
2025-01-28 02:24:05,000000000840003229291812,Out,0
2025-01-28 02:24:05,000000000840003229291812,In,0
2025-01-28 02:24:21,000000000840003229291812,Out,0
2025-01-28 02:25:21,000000000840003229291812,Out,0
2025-01-28 02:26:04,000000000840003209882031,In,0
2025-01-28 02:26:10,000000000840003209882031,Out,0
2025-01-28 02:26:10,000000000840003209882031,In,0
2025-01-28 02:26:17,000000000840003209882031,Out,0
2025-01-28 02:26:23,000000000840003209882031,In,0
2025-01-28 02:26:35,000000000840003209882031,Out,0
2025-01-28 02:26:39,000000000840003229291862,In,0
2025-01-28 02:26:47,000000000840003229291862,Out,0
2025-01-28 02:27:03,000000000840003229291862,In,0
2025-01-28 02:27:18,000000000840003229291862,Out,0
2025-01-28 02:27:31,000000000840003229291862,In,0
2025-01-28 02:27:35,000000000840003229291862,Out,0
2025-01-28 02:27:43,000000000840003229291862,In,0
2025-01-28 02:27:55,000000000840003229291862,Out,0
2025-01-28 02:28:02,000000000840003229291862,In,0
2025-01-28 02:28:07,000000000840003229291862,Out,0
2025-01-28 02:28:11,000000000840003229291862,In,0
2025-01-28 02:28:24,000000000840003229291862,Out,0
2025-01-28 02:28:46,000000000840003229291862,In,0
2025-01-28 02:28:58,000000000840003229291862,Out,0
2025-01-28 02:29:17,000000000840003229291862,In,0
2025-01-28 02:29:25,000000000840003229291862,Out,0
2025-01-28 02:29:29,000000000840003229291862,In,0
2025-01-28 02:29:33,000000000840003229291862,Out,0
2025-01-28 02:29:40,000000000840003209882031,In,0
2025-01-28 02:29:57,000000000840003209882031,Out,0
2025-01-28 02:29:58,000000000840003229291862,In,0
2025-01-28 02:30:04,000000000840003229291862,Out,0
2025-01-28 02:30:27,000000000840003229291862,In,0
2025-01-28 02:30:48,000000000840003229291862,Out,0
2025-01-28 02:30:59,000000000840003229291862,In,0
2025-01-28 02:31:06,000000000840003229291862,Out,0
2025-01-28 02:31:15,000000000840003229291862,In,0
2025-01-28 02:31:25,000000000840003229291862,Out,0
2025-01-28 02:31:40,000000000840003229291862,In,0
2025-01-28 02:31:58,000000000840003229291862,Out,0
2025-01-28 02:31:58,000000000840003229291862,In,0
2025-01-28 02:32:03,000000000840003229291862,Out,0
2025-01-28 02:32:44,000000000840003209882031,In,0
2025-01-28 02:33:06,000000000840003209882031,Out,0
2025-01-28 02:33:10,000000000840003229291862,In,0
2025-01-28 02:33:22,000000000840003229291862,Out,0
2025-01-28 02:33:22,000000000840003229291862,In,0
2025-01-28 02:33:40,000000000840003229291862,Out,0
2025-01-28 02:33:53,000000000840003209882031,In,0
2025-01-28 02:34:54,000000000840003209882031,Out,0
2025-01-28 02:34:56,000000000840003209882031,In,0
2025-01-28 02:35:10,000000000840003209882031,Out,0
2025-01-28 02:35:11,000000000840003229291770,In,0
2025-01-28 02:35:25,000000000840003229291770,Out,0
2025-01-28 02:35:25,000000000840003229291770,In,0
2025-01-28 02:35:29,000000000840003229291770,Out,0
2025-01-28 02:35:36,000000000840003229291770,In,0
2025-01-28 02:35:42,000000000840003229291770,Out,0
2025-01-28 02:35:57,000000000840003229291770,In,0
2025-01-28 02:36:02,000000000840003229291770,Out,0
2025-01-28 02:36:18,000000000840003229291770,In,0
2025-01-28 02:36:22,000000000840003229291770,Out,0
2025-01-28 02:36:30,000000000840003229291770,In,0
2025-01-28 02:36:40,000000000840003229291770,Out,0
2025-01-28 02:36:57,000000000840003229291802,In,0
2025-01-28 02:37:04,000000000840003229291802,Out,0
2025-01-28 02:37:06,000000000840003267804590,In,0
2025-01-28 02:41:08,000000000840003267804590,Out,0
2025-01-28 02:41:13,000000000840003267804590,In,0
2025-01-28 02:41:17,000000000840003267804590,Out,0
2025-01-28 02:41:32,000000000840003267804590,In,0
2025-01-28 02:42:23,000000000840003267804590,Out,0
2025-01-28 02:42:31,000000000840003267804590,In,0
2025-01-28 02:42:37,000000000840003267804590,Out,0
2025-01-28 02:42:40,000000000840003267804590,In,0
2025-01-28 02:43:02,000000000840003267804590,Out,0
2025-01-28 02:43:15,000000000840003267804590,In,0
2025-01-28 02:43:22,000000000840003267804590,Out,0
2025-01-28 02:43:41,000000000840003267804590,In,0
2025-01-28 02:43:45,000000000840003267804590,Out,0
2025-01-28 02:44:20,000000000840003229291802,In,0
2025-01-28 02:44:28,000000000840003229291802,Out,0
2025-01-28 02:44:35,000000000840003229291802,In,0
2025-01-28 02:45:00,000000000840003229291802,Out,0
2025-01-28 02:45:50,000000000840003229291707,In,0
2025-01-28 02:46:02,000000000840003229291707,Out,0
2025-01-28 02:46:06,000000000840003229291707,In,0
2025-01-28 02:46:11,000000000840003229291707,Out,0
2025-01-28 02:46:11,000000000840003229291707,In,0
2025-01-28 02:46:36,000000000840003229291707,Out,0
2025-01-28 02:46:36,000000000840003229291707,In,0
2025-01-28 02:47:01,000000000840003229291707,Out,0
2025-01-28 02:47:03,000000000840003229291707,In,0
2025-01-28 02:47:26,000000000840003229291707,Out,0
2025-01-28 02:47:29,000000000840003229291707,In,0
2025-01-28 02:47:50,000000000840003229291707,Out,0
2025-01-28 02:47:53,000000000840003229291707,In,0
2025-01-28 02:48:17,000000000840003229291707,Out,0
2025-01-28 02:48:17,000000000840003229291707,In,0
2025-01-28 02:48:23,000000000840003229291707,Out,0
2025-01-28 02:48:25,000000000840003229291707,In,0
2025-01-28 02:48:53,000000000840003229291707,Out,0
2025-01-28 02:48:53,000000000840003229291707,In,0
2025-01-28 02:48:57,000000000840003229291707,Out,0
2025-01-28 02:49:01,000000000840003229291707,In,0
2025-01-28 02:49:05,000000000840003229291707,Out,0
2025-01-28 02:49:14,000000000840003229291707,In,0
2025-01-28 02:49:29,000000000840003229291707,Out,0
2025-01-28 02:49:31,000000000840003229291707,In,0
2025-01-28 02:49:59,000000000840003229291707,Out,0
2025-01-28 02:50:08,000000000840003229291707,In,0
2025-01-28 02:50:14,000000000840003229291707,Out,0
2025-01-28 02:50:18,000000000840003229291707,In,0
2025-01-28 02:50:22,000000000840003229291707,Out,0
2025-01-28 02:50:25,000000000840003229291707,In,0
2025-01-28 02:50:39,000000000840003229291707,Out,0
2025-01-28 02:50:39,000000000840003229291707,In,0
2025-01-28 02:51:21,000000000840003229291707,Out,0
2025-01-28 02:52:21,000000000840003229291707,Out,0
2025-01-28 02:56:54,000000000840003267804624,In,0
2025-01-28 02:57:03,000000000840003267804624,Out,0
2025-01-28 02:57:14,000000000840003267804624,In,0
2025-01-28 02:57:22,000000000840003267804624,Out,0
2025-01-28 02:57:58,000000000840003267804624,In,0
2025-01-28 02:58:02,000000000840003267804624,Out,0
2025-01-28 02:58:18,000000000840003267804624,In,0
2025-01-28 02:58:23,000000000840003267804624,Out,0
2025-01-28 02:58:33,000000000840003267804624,In,0
2025-01-28 02:58:39,000000000840003267804624,Out,0
2025-01-28 02:58:55,000000000840003267804624,In,0
2025-01-28 02:58:59,000000000840003267804624,Out,0
2025-01-28 02:59:59,000000000840003267804624,Out,0
2025-01-28 03:03:55,000000000840003267804606,In,0
2025-01-28 03:04:10,000000000840003267804606,Out,0
2025-01-28 03:04:23,000000000840003267804606,In,0
2025-01-28 03:05:37,000000000840003267804606,Out,0
2025-01-28 03:05:37,000000000840003267804606,In,0
2025-01-28 03:05:42,000000000840003267804606,Out,0
2025-01-28 03:05:51,000000000840003220323494,In,0
2025-01-28 03:05:58,000000000840003220323494,Out,0
2025-01-28 03:06:02,000000000840003220323494,In,0
2025-01-28 03:06:11,000000000840003220323494,Out,0
2025-01-28 03:06:15,000000000840003220323494,In,0
2025-01-28 03:06:19,000000000840003220323494,Out,0
2025-01-28 03:06:24,000000000840003220323494,In,0
2025-01-28 03:06:29,000000000840003220323494,Out,0
2025-01-28 03:06:34,000000000840003220323494,In,0
2025-01-28 03:06:41,000000000840003220323494,Out,0
2025-01-28 03:06:41,000000000840003220323494,In,0
2025-01-28 03:06:53,000000000840003220323494,Out,0
2025-01-28 03:06:58,000000000840003220323494,In,0
2025-01-28 03:07:33,000000000840003220323494,Out,0
2025-01-28 03:07:42,000000000840003220323494,In,0
2025-01-28 03:07:46,000000000840003220323494,Out,0
2025-01-28 03:07:55,000000000840003220323494,In,0
2025-01-28 03:08:21,000000000840003220323494,Out,0
2025-01-28 03:08:21,000000000840003220323494,In,0
2025-01-28 03:08:25,000000000840003220323494,Out,0
2025-01-28 03:08:30,000000000840003220323494,In,0
2025-01-28 03:09:35,000000000840003220323494,Out,0
2025-01-28 03:09:46,000000000840003220323494,In,0
2025-01-28 03:09:59,000000000840003220323494,Out,0
2025-01-28 03:10:05,000000000840003209882104,In,0
2025-01-28 03:10:31,000000000840003209882104,Out,0
2025-01-28 03:10:47,000000000840003229291862,In,0
2025-01-28 03:10:57,000000000840003229291862,Out,0
2025-01-28 03:11:57,000000000840003229291862,Out,0
2025-01-28 03:12:40,000000000840003220323494,In,0
2025-01-28 03:12:46,000000000840003220323494,Out,0
2025-01-28 03:12:49,000000000840003220323494,In,0
2025-01-28 03:13:02,000000000840003220323494,Out,0
2025-01-28 03:13:12,000000000840003267804613,In,0
2025-01-28 03:13:18,000000000840003267804613,Out,0
2025-01-28 03:13:51,000000000840003267804613,In,0
2025-01-28 03:14:06,000000000840003267804613,Out,0
2025-01-28 03:14:17,000000000840003267804599,In,0
2025-01-28 03:14:42,000000000840003267804599,Out,0
2025-01-28 03:14:44,000000000840003267804599,In,0
2025-01-28 03:15:21,000000000840003267804599,Out,0
2025-01-28 03:15:25,000000000840003267804599,In,0
2025-01-28 03:15:36,000000000840003267804599,Out,0
2025-01-28 03:15:40,000000000840003267804599,In,0
2025-01-28 03:15:44,000000000840003267804599,Out,0
2025-01-28 03:15:55,000000000840003267804599,In,0
2025-01-28 03:16:18,000000000840003267804599,Out,0
2025-01-28 03:16:18,000000000840003267804599,In,0
2025-01-28 03:16:23,000000000840003267804599,Out,0
2025-01-28 03:16:23,000000000840003267804599,In,0
2025-01-28 03:16:44,000000000840003267804599,Out,0
2025-01-28 03:16:44,000000000840003267804599,In,0
2025-01-28 03:17:08,000000000840003267804599,Out,0
2025-01-28 03:17:10,000000000840003267804599,In,0
2025-01-28 03:17:20,000000000840003267804599,Out,0
2025-01-28 03:17:23,000000000840003267804599,In,0
2025-01-28 03:17:27,000000000840003267804599,Out,0
2025-01-28 03:17:32,000000000840003267804599,In,0
2025-01-28 03:18:10,000000000840003267804599,Out,0
2025-01-28 03:18:21,000000000840003267804599,In,0
2025-01-28 03:18:25,000000000840003267804599,Out,0
2025-01-28 03:18:45,000000000840003267804599,In,0
2025-01-28 03:18:49,000000000840003267804599,Out,0
2025-01-28 03:18:57,000000000840003267804599,In,0
2025-01-28 03:19:27,000000000840003267804599,Out,0
2025-01-28 03:19:33,000000000840003267804599,In,0
2025-01-28 03:19:56,000000000840003267804599,Out,0
2025-01-28 03:20:04,000000000840003267804592,In,0
2025-01-28 03:20:43,000000000840003267804592,Out,0
2025-01-28 03:21:07,000000000840003267804592,In,0
2025-01-28 03:21:31,000000000840003267804592,Out,0
2025-01-28 03:21:56,000000000840003267804602,In,0
2025-01-28 03:22:04,000000000840003267804602,Out,0
2025-01-28 03:22:31,000000000840003267804602,In,0
2025-01-28 03:23:09,000000000840003267804602,Out,0
2025-01-28 03:23:17,000000000840003229291774,In,0
2025-01-28 03:23:53,000000000840003229291774,Out,0
2025-01-28 03:23:53,000000000840003229291774,In,0
2025-01-28 03:24:02,000000000840003229291774,Out,0
2025-01-28 03:24:29,000000000840003229291774,In,0
2025-01-28 03:24:43,000000000840003229291774,Out,0
2025-01-28 03:25:43,000000000840003229291774,Out,0
2025-01-28 03:27:17,000000000840003229291862,In,0
2025-01-28 03:27:21,000000000840003229291862,Out,0
2025-01-28 03:27:43,000000000840003209882141,In,0
2025-01-28 03:28:41,000000000840003209882141,Out,0
2025-01-28 03:29:11,000000000840003267804606,In,0
2025-01-28 03:29:19,000000000840003267804606,Out,0
2025-01-28 03:29:19,000000000840003267804606,In,0
2025-01-28 03:29:35,000000000840003267804606,Out,0
2025-01-28 03:29:35,000000000840003267804606,In,0
2025-01-28 03:29:49,000000000840003267804606,Out,0
2025-01-28 03:29:54,000000000840003267804606,In,0
2025-01-28 03:31:08,000000000840003267804606,Out,0
2025-01-28 03:31:17,000000000840003267804606,In,0
2025-01-28 03:31:24,000000000840003267804606,Out,0
2025-01-28 03:31:27,000000000840003229291812,In,0
2025-01-28 03:32:12,000000000840003229291812,Out,0
2025-01-28 03:32:22,000000000840003229291812,In,0
2025-01-28 03:33:12,000000000840003229291812,Out,0
2025-01-28 03:33:16,000000000840003229291812,In,0
2025-01-28 03:33:30,000000000840003229291812,Out,0
2025-01-28 03:33:36,000000000840003229291812,In,0
2025-01-28 03:33:56,000000000840003229291812,Out,0
2025-01-28 03:34:10,000000000840003229291812,In,0
2025-01-28 03:34:30,000000000840003229291812,Out,0
2025-01-28 03:35:44,000000000840003229291812,Out,0
2025-01-28 03:38:25,000000000840003267804606,In,0
2025-01-28 03:38:33,000000000840003267804606,Out,0
2025-01-28 03:38:42,000000000840003267804596,In,0
2025-01-28 03:39:26,000000000840003267804596,Out,0
2025-01-28 03:39:37,000000000840003229291770,In,0
2025-01-28 03:39:43,000000000840003229291770,Out,0
2025-01-28 03:39:45,000000000840003229291770,In,0
2025-01-28 03:39:58,000000000840003229291770,Out,0
2025-01-28 03:40:58,000000000840003229291770,Out,0
2025-01-28 03:47:02,000000000840003267804606,In,0
2025-01-28 03:47:10,000000000840003267804606,Out,0
2025-01-28 03:47:17,000000000840003267804606,In,0
2025-01-28 03:47:22,000000000840003267804606,Out,0
2025-01-28 03:47:29,000000000840003267804606,In,0
2025-01-28 03:47:36,000000000840003267804606,Out,0
2025-01-28 03:47:56,000000000840003229291812,In,0
2025-01-28 03:48:06,000000000840003229291812,Out,0
2025-01-28 03:49:06,000000000840003229291812,Out,0
2025-01-28 03:53:54,000000000840003267804599,In,0
2025-01-28 03:54:08,000000000840003267804599,Out,0
2025-01-28 03:55:08,000000000840003267804599,Out,0
2025-01-28 04:00:51,000000000840003267804592,In,0
2025-01-28 04:01:27,000000000840003267804592,Out,0
2025-01-28 04:02:09,000000000840003267804592,In,0
2025-01-28 04:02:15,000000000840003267804592,Out,0
2025-01-28 04:02:56,000000000840003209882123,In,0
2025-01-28 04:03:07,000000000840003209882123,Out,0
2025-01-28 04:03:11,000000000840003209882123,In,0
2025-01-28 04:03:41,000000000840003209882123,Out,0
2025-01-28 04:04:17,000000000840003209882123,In,0
2025-01-28 04:04:26,000000000840003209882123,Out,0
2025-01-28 04:05:26,000000000840003209882123,Out,0
2025-01-28 04:06:40,000000000840003209882123,In,0
2025-01-28 04:06:56,000000000840003209882123,Out,0
2025-01-28 04:07:17,000000000840003209882123,In,0
2025-01-28 04:07:23,000000000840003209882123,Out,0
2025-01-28 04:08:26,000000000840003209882123,Out,0
2025-01-28 04:09:24,000000000840003209882031,In,0
2025-01-28 04:09:58,000000000840003209882031,Out,0
2025-01-28 04:10:01,000000000840003209882031,In,0
2025-01-28 04:10:18,000000000840003209882031,Out,0
2025-01-28 04:10:30,000000000840003209882154,In,0
2025-01-28 04:10:45,000000000840003209882154,Out,0
2025-01-28 04:11:00,000000000840003209882154,In,0
2025-01-28 04:11:27,000000000840003209882154,Out,0
2025-01-28 04:12:27,000000000840003209882154,Out,0
2025-01-28 04:12:37,000000000840003229291770,In,0
2025-01-28 04:13:24,000000000840003229291770,Out,0
2025-01-28 04:13:53,000000000840003229291770,In,0
2025-01-28 04:14:00,000000000840003229291770,Out,0
2025-01-28 04:14:00,000000000840003229291770,In,0
2025-01-28 04:14:11,000000000840003229291770,Out,0
2025-01-28 04:14:18,000000000840003229291862,In,0
2025-01-28 04:14:29,000000000840003229291862,Out,0
2025-01-28 04:15:17,000000000840003229291802,In,0
2025-01-28 04:15:23,000000000840003229291802,Out,0
2025-01-28 04:15:32,000000000840003229291790,In,0
2025-01-28 04:15:41,000000000840003229291790,Out,0
2025-01-28 04:15:43,000000000840003229291790,In,0
2025-01-28 04:16:00,000000000840003229291790,Out,0
2025-01-28 04:16:04,000000000840003229291790,In,0
2025-01-28 04:17:00,000000000840003229291790,Out,0
2025-01-28 04:17:02,000000000840003229291790,In,0
2025-01-28 04:17:52,000000000840003229291790,Out,0
2025-01-28 04:17:52,000000000840003229291790,In,0
2025-01-28 04:18:01,000000000840003229291790,Out,0
2025-01-28 04:18:06,000000000840003229291790,In,0
2025-01-28 04:18:50,000000000840003229291790,Out,0
2025-01-28 04:18:53,000000000840003229291790,In,0
2025-01-28 04:19:14,000000000840003229291790,Out,0
2025-01-28 04:19:20,000000000840003229291790,In,0
2025-01-28 04:19:25,000000000840003229291790,Out,0
2025-01-28 04:19:30,000000000840003229291790,In,0
2025-01-28 04:19:36,000000000840003229291790,Out,0
2025-01-28 04:19:40,000000000840003229291790,In,0
2025-01-28 04:19:44,000000000840003229291790,Out,0
