ScanTime,CowTag,InOrOut,Tray(IfApplicable)
2025-01-27 01:12:42,000000000840003229291880,In,0
2025-01-27 01:12:48,000000000840003229291880,Out,0
2025-01-27 01:12:58,000000000840003229291880,Out,0
2025-01-27 01:13:26,000000000840003229291880,In,0
2025-01-27 01:13:31,000000000840003229291880,Out,0
2025-01-27 01:13:41,000000000840003229291880,Out,0
2025-01-27 01:21:15,000000000840003209882138,In,0
2025-01-27 01:21:26,000000000840003209882138,Out,0
2025-01-27 01:21:32,000000000840003209882138,In,0
2025-01-27 01:21:38,000000000840003209882138,Out,0
2025-01-27 01:21:48,000000000840003209882138,Out,0
2025-01-27 01:22:13,000000000840003209882138,In,0
2025-01-27 01:22:24,000000000840003209882138,Out,0
2025-01-27 01:22:34,000000000840003209882138,Out,0
2025-01-27 01:22:36,000000000840003209882126,In,0
2025-01-27 01:22:54,000000000840003209882126,Out,0
2025-01-27 01:23:04,000000000840003209882126,Out,0
2025-01-27 01:27:45,000000000840003267804622,In,0
2025-01-27 01:27:51,000000000840003267804622,Out,0
2025-01-27 01:27:55,000000000840003267804622,In,0
2025-01-27 01:28:11,000000000840003267804622,Out,0
2025-01-27 01:28:21,000000000840003267804622,Out,0
2025-01-27 01:28:27,000000000840003267804622,In,0
2025-01-27 01:28:31,000000000840003267804622,Out,0
2025-01-27 01:28:41,000000000840003267804622,Out,0
2025-01-27 01:32:55,000000000840003267804622,In,0
2025-01-27 01:33:02,000000000840003267804622,Out,0
2025-01-27 01:33:12,000000000840003267804622,Out,0
2025-01-27 01:34:10,000000000840003267804622,In,0
2025-01-27 01:34:14,000000000840003267804622,Out,0
2025-01-27 01:34:14,000000000840003267804622,In,0
2025-01-27 01:34:18,000000000840003267804622,Out,0
2025-01-27 01:34:28,000000000840003267804622,Out,0
2025-01-27 01:40:33,000000000840003209882113,In,0
2025-01-27 01:40:38,000000000840003209882113,Out,0
2025-01-27 01:40:55,000000000840003209882113,Out,0
2025-01-27 01:44:57,000000000840003209882104,In,0
2025-01-27 01:45:04,000000000840003209882104,Out,0
2025-01-27 01:45:14,000000000840003209882104,Out,0
2025-01-27 01:49:55,000000000840003229291774,In,0
2025-01-27 01:50:08,000000000840003229291774,Out,0
2025-01-27 01:50:18,000000000840003229291774,Out,0
2025-01-27 01:50:39,000000000840003229291774,In,0
2025-01-27 01:50:48,000000000840003229291774,Out,0
2025-01-27 01:50:58,000000000840003229291774,Out,0
2025-01-27 01:55:15,000000000840003229291880,In,0
2025-01-27 01:55:26,000000000840003229291880,Out,0
2025-01-27 01:55:36,000000000840003229291880,Out,0
2025-01-27 02:01:39,000000000840003229291784,In,0
2025-01-27 02:01:43,000000000840003229291784,Out,0
2025-01-27 02:01:47,000000000840003229291784,In,0
2025-01-27 02:01:51,000000000840003229291784,Out,0
2025-01-27 02:02:01,000000000840003229291784,Out,0
2025-01-27 02:02:36,000000000840003229291784,In,0
2025-01-27 02:02:41,000000000840003229291784,Out,0
2025-01-27 02:02:50,000000000840003207277919,In,0
2025-01-27 02:03:03,000000000840003207277919,Out,0
2025-01-27 02:03:13,000000000840003207277919,Out,0
2025-01-27 02:03:14,000000000840003207277919,In,0
2025-01-27 02:03:24,000000000840003207277919,Out,0
2025-01-27 02:03:24,000000000840003207277919,In,0
2025-01-27 02:03:28,000000000840003207277919,Out,0
2025-01-27 02:03:28,000000000840003207277919,In,0
2025-01-27 02:03:37,000000000840003207277919,Out,0
2025-01-27 02:03:47,000000000840003207277919,Out,0
2025-01-27 02:25:00,000000000840003209882031,In,0
2025-01-27 02:25:05,000000000840003209882031,Out,0
2025-01-27 02:25:08,000000000840003209882031,In,0
2025-01-27 02:25:13,000000000840003209882031,Out,0
2025-01-27 02:25:23,000000000840003209882031,Out,0
2025-01-27 02:25:43,000000000840003267804616,In,0
2025-01-27 02:25:55,000000000840003267804616,Out,0
2025-01-27 02:25:58,000000000840003267804616,In,0
2025-01-27 02:26:03,000000000840003267804616,Out,0
2025-01-27 02:26:05,000000000840003267804616,In,0
2025-01-27 02:26:14,000000000840003267804616,Out,0
2025-01-27 02:26:24,000000000840003267804616,Out,0
2025-01-27 02:26:48,000000000840003267804616,In,0
2025-01-27 02:27:01,000000000840003267804616,Out,0
2025-01-27 02:27:01,000000000840003267804616,In,0
2025-01-27 02:27:07,000000000840003267804616,Out,0
2025-01-27 02:27:17,000000000840003267804616,Out,0
2025-01-27 02:27:57,000000000840003267804616,In,0
2025-01-27 02:28:02,000000000840003267804616,Out,0
2025-01-27 02:28:04,000000000840003267804616,In,0
2025-01-27 02:28:53,000000000840003267804616,Out,0
2025-01-27 02:28:53,000000000840003267804616,In,0
2025-01-27 02:28:59,000000000840003267804616,Out,0
2025-01-27 02:29:09,000000000840003267804616,Out,0
2025-01-27 02:32:06,000000000840003267804616,In,0
2025-01-27 02:32:12,000000000840003267804616,Out,0
2025-01-27 02:32:22,000000000840003267804616,Out,0
2025-01-27 02:32:24,000000000840003267804616,In,0
2025-01-27 02:32:33,000000000840003267804616,Out,0
2025-01-27 02:32:43,000000000840003267804616,Out,0
2025-01-27 02:36:06,000000000840003267804600,In,0
2025-01-27 02:36:11,000000000840003267804600,Out,0
2025-01-27 02:36:21,000000000840003267804600,Out,0
2025-01-27 02:36:27,000000000840003229291790,In,0
2025-01-27 02:36:32,000000000840003229291790,Out,0
2025-01-27 02:36:34,000000000840003229291790,In,0
2025-01-27 02:36:40,000000000840003229291790,Out,0
2025-01-27 02:36:48,000000000840003229291790,In,0
2025-01-27 02:36:52,000000000840003229291790,Out,0
2025-01-27 02:37:04,000000000840003229291790,Out,0
2025-01-27 02:38:04,000000000840003229291790,In,0
2025-01-27 02:38:29,000000000840003229291790,Out,0
2025-01-27 02:38:39,000000000840003229291790,Out,0
2025-01-27 02:41:00,000000000840003267804596,In,0
2025-01-27 02:41:05,000000000840003267804596,Out,0
2025-01-27 02:41:05,000000000840003267804596,In,0
2025-01-27 02:41:12,000000000840003267804596,Out,0
2025-01-27 02:41:22,000000000840003267804596,Out,0
2025-01-27 02:45:41,000000000840003267804616,In,0
2025-01-27 02:45:45,000000000840003267804616,Out,0
2025-01-27 02:45:55,000000000840003267804616,Out,0
2025-01-27 02:47:49,000000000840003229291774,In,0
2025-01-27 02:48:04,000000000840003229291774,Out,0
2025-01-27 02:48:14,000000000840003229291774,Out,0
2025-01-27 02:52:03,000000000840003209882141,In,0
2025-01-27 02:52:10,000000000840003209882141,Out,0
2025-01-27 02:52:20,000000000840003209882141,Out,0
2025-01-27 02:54:00,000000000840003209882141,In,0
2025-01-27 02:54:06,000000000840003209882141,Out,0
2025-01-27 02:54:16,000000000840003209882141,Out,0
2025-01-27 02:54:54,000000000840003209882141,In,0
2025-01-27 02:55:15,000000000840003209882141,Out,0
2025-01-27 02:55:25,000000000840003209882141,Out,0
2025-01-27 02:56:06,000000000840003209882141,In,0
2025-01-27 02:56:12,000000000840003209882141,Out,0
2025-01-27 02:56:22,000000000840003209882141,Out,0
2025-01-27 02:57:01,000000000840003209882141,In,0
2025-01-27 02:57:06,000000000840003209882141,Out,0
2025-01-27 02:57:16,000000000840003209882141,Out,0
2025-01-27 03:01:17,000000000840003209882140,In,0
2025-01-27 03:01:21,000000000840003209882140,Out,0
2025-01-27 03:01:24,000000000840003209882140,In,0
2025-01-27 03:01:31,000000000840003209882140,Out,0
2025-01-27 03:01:41,000000000840003209882140,Out,0
2025-01-27 03:02:14,000000000840003209882140,In,0
2025-01-27 03:02:22,000000000840003209882140,Out,0
2025-01-27 03:02:32,000000000840003209882140,Out,0
2025-01-27 03:08:31,000000000840003267804607,In,0
2025-01-27 03:08:38,000000000840003267804607,Out,0
2025-01-27 03:08:44,000000000002266584457221,In,0
2025-01-27 03:08:50,000000000002266584457221,Out,0
2025-01-27 03:09:00,000000000002266584457221,Out,0
2025-01-27 03:14:14,000000000840003267804599,In,0
2025-01-27 03:14:25,000000000840003267804599,Out,0
2025-01-27 03:14:35,000000000840003267804599,Out,0
2025-01-27 03:15:08,000000000840003267804607,In,0
2025-01-27 03:15:15,000000000840003267804607,Out,0
2025-01-27 03:15:25,000000000840003267804607,Out,0
2025-01-27 03:17:29,000000000840003209882140,In,0
2025-01-27 03:17:34,000000000840003209882140,Out,0
2025-01-27 03:17:44,000000000840003209882140,Out,0
2025-01-27 03:20:54,000000000840003267804597,In,0
2025-01-27 03:21:02,000000000840003267804597,Out,0
2025-01-27 03:21:02,000000000840003267804597,In,0
2025-01-27 03:21:14,000000000840003267804597,Out,0
2025-01-27 03:21:35,000000000840003267804597,Out,0
2025-01-27 03:21:36,000000000840003267804597,In,0
2025-01-27 03:21:43,000000000840003267804597,Out,0
2025-01-27 03:21:53,000000000840003267804597,Out,0
2025-01-27 03:22:01,000000000840003267804597,In,0
2025-01-27 03:22:10,000000000840003267804597,Out,0
2025-01-27 03:22:20,000000000840003267804597,Out,0
2025-01-27 03:24:17,000000000840003267804593,In,0
2025-01-27 03:24:46,000000000840003267804593,Out,0
2025-01-27 03:24:53,000000000840003267804593,In,0
2025-01-27 03:24:58,000000000840003267804593,Out,0
2025-01-27 03:25:01,000000000840003267804593,In,0
2025-01-27 03:26:15,000000000840003267804593,Out,0
2025-01-27 03:26:17,000000000840003267804593,In,0
2025-01-27 03:26:26,000000000840003267804593,Out,0
2025-01-27 03:26:34,000000000514253699555332,In,0
2025-01-27 03:26:41,000000000514253699555332,Out,0
2025-01-27 03:26:43,000000000840003267804593,In,0
2025-01-27 03:26:56,000000000840003267804593,Out,0
2025-01-27 03:27:06,000000000840003267804593,Out,0
2025-01-27 03:28:28,000000000840003267804624,In,0
2025-01-27 03:28:37,000000000840003267804624,Out,0
2025-01-27 03:28:47,000000000840003267804624,Out,0
2025-01-27 03:40:51,000000000840003267804613,In,0
2025-01-27 03:40:57,000000000840003267804613,Out,0
2025-01-27 03:41:07,000000000840003267804613,Out,0
2025-01-27 03:41:39,000000000840003267804613,In,0
2025-01-27 03:41:50,000000000840003267804613,Out,0
2025-01-27 03:42:00,000000000840003267804613,Out,0
2025-01-27 03:49:12,000000000840003220323492,In,0
2025-01-27 03:49:16,000000000840003220323492,Out,0
2025-01-27 03:49:16,000000000840003220323492,In,0
2025-01-27 03:49:49,000000000840003220323492,Out,0
2025-01-27 03:49:59,000000000840003220323492,Out,0
2025-01-27 03:50:16,000000000840003220323494,In,0
2025-01-27 03:50:27,000000000840003220323494,Out,0
2025-01-27 03:50:36,000000000840003220323494,In,0
2025-01-27 03:50:40,000000000840003220323494,Out,0
2025-01-27 03:50:50,000000000840003220323494,Out,0
2025-01-27 03:51:19,000000000840003267804613,In,0
2025-01-27 03:51:36,000000000840003267804613,Out,0
2025-01-27 03:51:46,000000000840003267804613,Out,0
2025-01-27 03:52:19,000000000840003267804611,In,0
2025-01-27 03:52:24,000000000840003267804611,Out,0
2025-01-27 03:52:34,000000000840003267804611,Out,0
2025-01-27 03:52:36,000000000840003267804611,In,0
2025-01-27 03:52:41,000000000840003267804611,Out,0
2025-01-27 03:52:51,000000000840003267804611,In,0
2025-01-27 03:52:57,000000000840003267804611,Out,0
2025-01-27 03:53:07,000000000840003267804611,Out,0
2025-01-27 03:53:11,000000000840003267804611,In,0
2025-01-27 03:53:18,000000000840003267804611,Out,0
2025-01-27 03:53:28,000000000840003267804611,Out,0
2025-01-27 03:53:45,000000000840003267804611,In,0
2025-01-27 03:53:57,000000000840003267804611,Out,0
2025-01-27 03:54:08,000000000840003267804611,In,0
2025-01-27 03:54:14,000000000840003267804611,Out,0
2025-01-27 03:54:24,000000000840003267804611,Out,0
2025-01-27 03:57:42,000000000840003267804600,In,0
2025-01-27 03:57:46,000000000840003267804600,Out,0
2025-01-27 03:57:56,000000000840003267804600,Out,0
2025-01-27 03:58:30,000000000840003267804600,In,0
2025-01-27 03:58:36,000000000840003267804600,Out,0
2025-01-27 03:58:46,000000000840003267804600,Out,0
2025-01-27 04:04:10,000000000840003267804605,In,0
2025-01-27 04:04:14,000000000840003267804605,Out,0
2025-01-27 04:04:24,000000000840003267804605,Out,0
2025-01-27 04:04:47,000000000840003267804605,In,0
2025-01-27 04:04:57,000000000840003267804605,Out,0
2025-01-27 04:05:07,000000000840003267804605,Out,0
2025-01-27 04:09:40,000000000840003267804612,In,0
2025-01-27 04:09:53,000000000840003267804612,Out,0
2025-01-27 04:09:57,000000000840003267804612,In,0
2025-01-27 04:10:02,000000000840003267804612,Out,0
2025-01-27 04:10:15,000000000840003267804612,Out,0
2025-01-27 04:10:16,000000000840003267804612,In,0
2025-01-27 04:10:20,000000000840003267804612,Out,0
2025-01-27 04:10:30,000000000840003267804612,Out,0
2025-01-27 04:44:47,000000000840003209882138,In,0
2025-01-27 04:44:56,000000000840003209882138,Out,0
2025-01-27 04:45:06,000000000840003209882138,Out,0
2025-01-27 04:45:09,000000000840003209882138,In,0
2025-01-27 04:45:17,000000000840003209882138,Out,0
2025-01-27 04:45:27,000000000840003209882138,Out,0
2025-01-27 04:50:07,000000000840003229291895,In,0
2025-01-27 04:50:11,000000000840003229291895,Out,0
2025-01-27 04:50:21,000000000840003229291895,Out,0
2025-01-27 04:51:06,000000000840003229291895,In,0
2025-01-27 04:51:11,000000000840003229291895,Out,0
2025-01-27 04:51:21,000000000840003229291895,Out,0
2025-01-27 05:00:41,000000000840003267804624,In,0
2025-01-27 05:00:51,000000000840003267804624,Out,0
2025-01-27 05:01:01,000000000840003267804624,Out,0
2025-01-27 05:01:22,000000000840003267804624,In,0
2025-01-27 05:01:27,000000000840003267804624,Out,0
2025-01-27 05:01:37,000000000840003267804624,Out,0
2025-01-27 05:02:39,000000000840003209882113,In,0
2025-01-27 05:02:43,000000000840003209882113,Out,0
2025-01-27 05:02:53,000000000840003209882113,Out,0
2025-01-27 05:05:35,000000000840003209882139,In,0
2025-01-27 05:05:40,000000000840003209882139,Out,0
2025-01-27 05:05:50,000000000840003209882139,Out,0
2025-01-27 05:17:14,000000000840003209882138,In,0
2025-01-27 05:17:26,000000000840003209882138,Out,0
2025-01-27 05:17:36,000000000840003209882138,Out,0
2025-01-27 05:22:34,000000000840003209882031,In,0
2025-01-27 05:22:38,000000000840003209882031,Out,0
2025-01-27 05:22:48,000000000840003209882031,Out,0
2025-01-27 05:22:57,000000000840003209882031,In,0
2025-01-27 05:23:05,000000000840003209882031,Out,0
2025-01-27 05:23:15,000000000840003209882031,Out,0
2025-01-27 05:23:59,000000000840003209882031,In,0
2025-01-27 05:24:06,000000000840003209882031,Out,0
2025-01-27 05:24:16,000000000840003209882031,Out,0
2025-01-27 05:24:53,000000000840003209882031,In,0
2025-01-27 05:24:57,000000000840003209882031,Out,0
2025-01-27 05:25:07,000000000840003209882031,Out,0
2025-01-27 05:34:04,000000000840003267804607,In,0
2025-01-27 05:34:08,000000000840003267804607,Out,0
2025-01-27 05:34:28,000000000840003267804607,Out,0
2025-01-27 05:35:37,000000000840003267804616,In,0
2025-01-27 05:35:44,000000000840003267804616,Out,0
2025-01-27 05:35:54,000000000840003267804616,Out,0
2025-01-27 05:45:20,000000000840003267804616,In,0
2025-01-27 05:45:24,000000000840003267804616,Out,0
2025-01-27 05:45:34,000000000840003267804616,Out,0
2025-01-27 05:48:29,000000000840003209882104,In,0
2025-01-27 05:48:33,000000000840003209882104,Out,0
2025-01-27 05:48:43,000000000840003209882104,Out,0
2025-01-27 05:49:11,000000000840003209882104,In,0
2025-01-27 05:49:28,000000000840003209882104,Out,0
2025-01-27 05:49:38,000000000840003209882104,Out,0
2025-01-27 05:58:16,000000000840003229291794,In,0
2025-01-27 05:58:21,000000000840003229291794,Out,0
2025-01-27 05:58:38,000000000840003229291794,Out,0
2025-01-27 05:59:00,000000000840003229291794,In,0
2025-01-27 05:59:04,000000000840003229291794,Out,0
2025-01-27 05:59:14,000000000840003229291794,Out,0
2025-01-27 05:59:37,000000000840003229291794,In,0
2025-01-27 05:59:50,000000000840003229291794,Out,0
2025-01-27 05:59:50,000000000840003229291794,In,0
2025-01-27 05:59:57,000000000840003229291794,Out,0
2025-01-27 05:59:59,000000000840003229291794,In,0
2025-01-27 06:00:09,000000000840003229291794,Out,0
2025-01-27 06:00:19,000000000840003229291794,Out,0
2025-01-27 06:08:30,000000000840003267804612,In,0
2025-01-27 06:08:35,000000000840003267804612,Out,0
2025-01-27 06:08:45,000000000840003267804612,Out,0
2025-01-27 06:10:00,000000000840003220323494,In,0
2025-01-27 06:10:04,000000000840003220323494,Out,0
2025-01-27 06:10:22,000000000840003220323494,Out,0
2025-01-27 06:17:00,000000000840003207277878,In,0
2025-01-27 06:17:11,000000000840003207277878,Out,0
2025-01-27 06:17:21,000000000840003207277878,Out,0
2025-01-27 06:30:21,000000000840003267804622,In,0
2025-01-27 06:30:26,000000000840003267804622,Out,0
2025-01-27 06:30:26,000000000840003267804622,In,0
2025-01-27 06:30:35,000000000840003267804622,Out,0
2025-01-27 06:30:45,000000000840003267804622,Out,0
2025-01-27 06:31:07,000000000840003267804622,In,0
2025-01-27 06:31:19,000000000840003267804622,Out,0
2025-01-27 06:31:29,000000000840003267804622,Out,0
2025-01-27 06:42:02,000000000840003267804607,In,0
2025-01-27 06:42:07,000000000840003267804607,Out,0
2025-01-27 06:42:17,000000000840003267804607,Out,0
2025-01-27 06:42:17,000000000840003267804620,In,0
2025-01-27 06:42:18,000000000840003267804620,In,0
2025-01-27 06:42:24,000000000840003267804620,Out,0
2025-01-27 06:42:34,000000000840003267804620,Out,0
2025-01-27 06:42:38,000000000840003267804620,In,0
2025-01-27 06:42:43,000000000840003267804620,Out,0
2025-01-27 06:42:48,000000000840003267804620,In,0
2025-01-27 06:42:54,000000000840003267804620,Out,0
2025-01-27 06:43:04,000000000840003267804620,Out,0
2025-01-27 06:43:29,000000000840003267804620,In,0
2025-01-27 06:43:41,000000000840003267804620,Out,0
2025-01-27 06:43:51,000000000840003267804620,Out,0
2025-01-27 06:45:12,000000000840003229291796,In,0
2025-01-27 06:45:26,000000000840003229291796,Out,0
2025-01-27 06:45:34,000000000840003229291796,In,0
2025-01-27 06:45:42,000000000840003229291796,Out,0
2025-01-27 06:45:52,000000000840003229291796,Out,0
2025-01-27 06:54:46,000000000840003267804596,In,0
2025-01-27 06:54:52,000000000840003267804596,Out,0
2025-01-27 06:55:02,000000000840003267804596,Out,0
2025-01-27 06:55:09,000000000840003267804596,In,0
2025-01-27 06:55:34,000000000840003267804596,Out,0
2025-01-27 06:55:44,000000000840003267804596,Out,0
2025-01-27 06:56:33,000000000840003229291790,In,0
2025-01-27 06:56:38,000000000840003229291790,Out,0
2025-01-27 06:56:48,000000000840003229291790,Out,0
2025-01-27 06:57:25,000000000840003229291790,In,0
2025-01-27 06:57:41,000000000840003229291790,Out,0
2025-01-27 06:57:51,000000000840003229291790,Out,0
2025-01-27 07:10:28,000000000840003220323494,In,0
2025-01-27 07:10:33,000000000840003220323494,Out,0
2025-01-27 07:10:35,000000000840003220323494,In,0
2025-01-27 07:10:39,000000000840003220323494,Out,0
2025-01-27 07:10:49,000000000840003220323494,Out,0
2025-01-27 07:11:22,000000000840003220323494,In,0
2025-01-27 07:11:26,000000000840003220323494,Out,0
2025-01-27 07:11:36,000000000840003220323494,Out,0
2025-01-27 08:44:43,000000000840003267804590,In,0
2025-01-27 08:44:47,000000000840003267804590,Out,0
2025-01-27 08:44:56,000000000840003267804606,In,0
2025-01-27 08:45:00,000000000840003267804606,Out,0
2025-01-27 08:45:04,000000000840003267804606,In,0
2025-01-27 08:45:08,000000000840003267804606,Out,0
2025-01-27 08:45:18,000000000840003267804606,Out,0
2025-01-27 08:47:09,000000000840003267804620,In,0
2025-01-27 08:47:14,000000000840003267804620,Out,0
2025-01-27 08:47:20,000000000840003267804620,In,0
2025-01-27 08:47:25,000000000840003267804620,Out,0
2025-01-27 08:47:27,000000000840003229291770,In,0
2025-01-27 08:47:35,000000000840003229291770,Out,0
2025-01-27 08:47:45,000000000840003229291770,Out,0
2025-01-27 08:47:47,000000000840003229291770,In,0
2025-01-27 08:47:56,000000000840003229291770,Out,0
2025-01-27 08:48:06,000000000840003229291770,Out,0
2025-01-27 08:48:06,000000000840003229291770,In,0
2025-01-27 08:48:07,000000000840003229291770,In,0
2025-01-27 08:48:15,000000000840003229291770,Out,0
2025-01-27 08:48:24,000000000840003229291895,In,0
2025-01-27 08:48:26,000000000840003229291812,In,0
2025-01-27 08:48:29,000000000840003229291895,Out,0
2025-01-27 08:48:34,000000000840003229291812,Out,0
2025-01-27 08:48:44,000000000840003229291812,Out,0
2025-01-27 08:50:12,000000000840003220323492,In,0
2025-01-27 08:50:20,000000000840003220323492,Out,0
2025-01-27 08:50:30,000000000840003220323492,Out,0
2025-01-27 08:52:17,000000000840003229291852,In,0
2025-01-27 08:52:25,000000000840003229291852,Out,0
2025-01-27 08:52:40,000000000840003229291852,Out,0
2025-01-27 08:52:43,000000000682137450225694,In,0
2025-01-27 08:52:47,000000000682137450225694,Out,0
2025-01-27 08:52:49,000000000840003229291862,In,0
2025-01-27 08:52:56,000000000840003229291862,Out,0
2025-01-27 08:53:03,000000000840003229291862,In,0
2025-01-27 08:53:09,000000000840003229291862,Out,0
2025-01-27 08:53:16,000000000840003229291862,In,0
2025-01-27 08:53:21,000000000840003229291862,Out,0
2025-01-27 08:53:31,000000000840003229291862,Out,0
2025-01-27 08:55:48,000000000840003267804593,In,0
2025-01-27 08:55:59,000000000840003267804593,Out,0
2025-01-27 08:56:09,000000000840003267804593,Out,0
2025-01-27 08:56:32,000000000682137450225694,In,0
2025-01-27 08:56:38,000000000682137450225694,Out,0
2025-01-27 08:56:48,000000000682137450225694,Out,0
2025-01-27 08:57:07,000000000840003267804593,In,0
2025-01-27 08:57:28,000000000840003267804593,Out,0
2025-01-27 08:57:30,000000000840003267804593,In,0
2025-01-27 08:57:34,000000000840003229291852,In,0
2025-01-27 08:57:35,000000000840003267804593,Out,0
2025-01-27 08:57:39,000000000840003229291852,Out,0
2025-01-27 08:57:49,000000000840003229291852,Out,0
2025-01-27 08:57:49,000000000840003229291852,In,0
2025-01-27 08:57:50,000000000840003229291852,In,0
2025-01-27 08:57:54,000000000840003229291852,Out,0
2025-01-27 08:57:56,000000000840003229291852,In,0
